A,Starter,gameid
Daryl Janmaat,1,541772
Abdoulaye Doucouré,1,541772
Roberto Pereyra,1,541772
Tom Cleverley,1,541772
Andre Gray,1,541772
Danny Welbeck,1,541772
Craig Dawson,0,541772
Gerard Deulofeu,0,541772
Ismaïla Sarr,0,541772
Roberto,1,541768
Angelo Ogbonna,1,541768
Issa Diop,1,541768
Declan Rice,1,541768
Aaron Cresswell,1,541768
Ryan Fredericks,1,541768
Manuel Lanzini,1,541768
Mark Noble,1,541768
Felipe Anderson,1,541768
Andriy Yarmolenko,1,541768
Sébastian Haller,1,541768
Pablo Zabaleta,0,541768
Pablo Fornals,0,541768
Jack Wilshere,0,541768
Bernd Leno,1,541766
David Luiz,1,541766
Sokratis Papastathopoulos,1,541766
Sead Kolasinac,1,541766
Calum Chambers,1,541766
Dani Ceballos,1,541766
Granit Xhaka,1,541766
Matteo Guendouzi,1,541766
Pierre-Emerick Aubameyang,1,541766
Bukayo Saka,1,541766
Nicolas Pépé,1,541766
Joseph Willock,0,541766
Lucas Torreira,0,541766
Gabriel Martinelli,0,541766
Ederson,1,541774
Fernandinho,1,541774
Nicolás Otamendi,1,541774
João Cancelo,1,541774
Kyle Walker,1,541774
David Silva,1,541774
Rodri,1,541774
Ilkay Gündogan,1,541774
Sergio Agüero,1,541774
Raheem Sterling,1,541774
Riyad Mahrez,1,541774
Oleksandr Zinchenko,0,541774
Gabriel Jesus,0,541774
Bernardo Silva,0,541774
Angus Gunn,1,541767
Maya Yoshida,1,541767
Jan Bednarek,1,541767
Ryan Bertrand,1,541767
Yan Valery,1,541767
Oriol Romeu,1,541767
Pierre-Emile Højbjerg,1,541767
James Ward-Prowse,1,541767
Danny Ings,1,541767
Shane Long,1,541767
Nathan Redmond,1,541767
Che Adams,0,541767
Michael Obafemi,0,541767
Sofiane Boufal,0,541767
Martin Dubravka,1,541771
Jamaal Lascelles,1,541771
Ciaran Clark,1,541771
Fabian Schär,1,541771
Jetro Willems,1,541771
DeAndre Yedlin,1,541771
Sean Longstaff,1,541771
Matthew Longstaff,1,541771
Allan Saint-Maximin,1,541771
Miguel Almirón,1,541771
Joelinton,1,541771
Christian Atsu,0,541771
Emil Krafth,0,541771
Andy Carroll,0,541771
Tim Krul,1,541733
Ben Godfrey,1,541733
Alexander Tettey,1,541733
Jamal Lewis,1,541733
Max Aarons,1,541733
Marco Stiepermann,1,541733
Kenny McLean,1,541733
Tom Trybull,1,541733
Teemu Pukki,1,541733
Onel Hernández,1,541733
Emiliano Buendía,1,541733
Mario Vrancic,0,541733
Josip Drmic,0,541733
Todd Cantwell,0,541733
Jordan Pickford,1,541764
Yerry Mina,1,541764
Michael Keane,1,541764
Lucas Digne,1,541764
Djibril Sidibé,1,541764
Alex Iwobi,1,541764
Tom Davies,1,541764
André Gomes,1,541764
Richarlison,1,541764
Bernard,1,541764
Theo Walcott,1,541764
Mason Holgate,0,541764
Gylfi Sigurdsson,0,541764
Moise Kean,0,541764
Aaron Ramsdale,1,541761
Nathan Aké,1,541761
Steve Cook,1,541761
Diego Rico,1,541761
Adam Smith,1,541761
Philip Billing,1,541761
Lewis Cook,1,541761
Ryan Fraser,1,541761
Harry Wilson,1,541761
Dominic Solanke,1,541761
Callum Wilson,1,541761
Arnaut Danjuma,0,541761
Joshua King,0,541761
Tom Heaton,1,541756
Tyrone Mings,1,541756
Björn Engels,1,541756
Matt Targett,1,541756
Frédéric Guilbert,1,541756
Marvelous Nakamba,1,541756
Conor Hourihane,1,541756
John McGinn,1,541756
Wesley,1,541756
Jack Grealish,1,541756
Anwar El-Ghazi,1,541756
Trézéguet,0,541756
Keinan Davis,0,541756
Douglas Luiz,0,541756
Kepa Arrizabalaga,1,541760
Fikayo Tomori,1,541760
Kurt Zouma,1,541760
Marcos Alonso,1,541760
César Azpilicueta,1,541760
Jorginho,1,541760
Mason Mount,1,541760
Ross Barkley,1,541760
Tammy Abraham,1,541760
Callum Hudson-Odoi,1,541760
Willian,1,541760
Christian Pulisic,0,541760
Mateo Kovacic,0,541760
Reece James,0,541760
Kasper Schmeichel,1,541757
Çaglar Söyüncü,1,541757
Jonny Evans,1,541757
Wilfred Ndidi,1,541757
Ben Chilwell,1,541757
Ricardo Pereira,1,541757
James Maddison,1,541757
Youri Tielemans,1,541757
Harvey Barnes,1,541757
Ayoze Pérez,1,541757
Jamie Vardy,1,541757
Dennis Praet,0,541757
Wes Morgan,0,541757
Demarai Gray,0,541757
Paulo Gazzaniga,1,541763
Davinson Sánchez,1,541763
Jan Vertonghen,1,541763
Toby Alderweireld,1,541763
Harry Winks,1,541763
Moussa Sissoko,1,541763
Danny Rose,1,541763
Serge Aurier,1,541763
Harry Kane,1,541763
Dele Alli,1,541763
Lucas Moura,1,541763
Son Heung-Min,0,541763
Tanguy Ndombele,0,541763
Erik Lamela,0,541763
Rui Patrício,1,541762
Conor Coady,1,541762
Willy Boly,1,541762
Ryan Bennett,1,541762
João Moutinho,1,541762
Leander Dendoncker,1,541762
Rúben Neves,1,541762
Jonny,1,541762
Adama Traoré,1,541762
Patrick Cutrone,1,541762
Raúl Jiménez,1,541762
Jesús Vallejo,0,541762
Matthew Doherty,0,541762
Diogo Jota,0,541762
Wayne Hennessey,1,541759
Gary Cahill,1,541759
James Tomkins,1,541759
Patrick van Aanholt,1,541759
Joel Ward,1,541759
James McArthur,1,541759
Cheikhou Kouyaté,1,541759
Luka Milivojevic,1,541759
Jeff Schlupp,1,541759
Wilfried Zaha,1,541759
Jordan Ayew,1,541759
Scott Dann,0,541759
Christian Benteke,0,541759
Andros Townsend,0,541759
David de Gea,1,541758
Harry Maguire,1,541758
Marcos Rojo,1,541758
Victor Lindelöf,1,541758
Fred,1,541758
Scott McTominay,1,541758
Andreas Pereira,1,541758
Ashley Young,1,541758
Aaron Wan-Bissaka,1,541758
Marcus Rashford,1,541758
Daniel James,1,541758
Brandon Williams,0,541758
Anthony Martial,0,541758
Dean Henderson,1,541755
John Egan,1,541755
Jack O'Connell,1,541755
Chris Basham,1,541755
John Fleck,1,541755
John Lundstram,1,541755
Oliver Norwood,1,541755
Enda Stevens,1,541755
George Baldock,1,541755
Lys Mousset,1,541755
David McGoldrick,1,541755
Oliver McBurnie,0,541755
Billy Sharp,0,541755
Luke Freeman,0,541755
Angus Gunn,1,541750
Maya Yoshida,1,541750
Jannik Vestergaard,1,541750
Jan Bednarek,1,541750
Pierre-Emile Højbjerg,1,541750
James Ward-Prowse,1,541750
Oriol Romeu,1,541750
Ryan Bertrand,1,541750
Yan Valery,1,541750
Nathan Redmond,1,541750
Danny Ings,1,541750
Kevin Danso,0,541750
Stuart Armstrong,0,541750
Jack Stephens,0,541750
Ederson,1,541745
John Stones,1,541745
Fernandinho,1,541745
Benjamin Mendy,1,541745
João Cancelo,1,541745
Ilkay Gündogan,1,541745
David Silva,1,541745
Kevin De Bruyne,1,541745
Gabriel Jesus,1,541745
Raheem Sterling,1,541745
Bernardo Silva,1,541745
Angeliño,0,541745
Phil Foden,0,541745
Sergio Agüero,0,541745
Mathew Ryan,1,541749
Lewis Dunk,1,541749
Adam Webster,1,541749
Dan Burn,1,541749
Martín Montoya,1,541749
Dale Stephens,1,541749
Steven Alzate,1,541749
Pascal Gross,1,541749
Davy Pröpper,1,541749
Neal Maupay,1,541749
Aaron Connolly,1,541749
Ezequiel Schelotto,0,541749
Leandro Trossard,0,541749
Glenn Murray,0,541749
Ben Foster,1,541746
Craig Dawson,1,541746
Craig Cathcart,1,541746
Christian Kabasele,1,541746
Adam Masina,1,541746
Daryl Janmaat,1,541746
Nathaniel Chalobah,1,541746
Abdoulaye Doucouré,1,541746
Tom Cleverley,1,541746
Roberto Pereyra,1,541746
Gerard Deulofeu,1,541746
Dimitri Foulquier,0,541746
Andre Gray,0,541746
Will Hughes,0,541746
Roberto,1,541752
Issa Diop,1,541752
Fabián Balbuena,1,541752
Declan Rice,1,541752
Aaron Cresswell,1,541752
Pablo Zabaleta,1,541752
Robert Snodgrass,1,541752
Mark Noble,1,541752
Felipe Anderson,1,541752
Andriy Yarmolenko,1,541752
Sébastian Haller,1,541752
Albian Ajeti,0,541752
Pablo Fornals,0,541752
Manuel Lanzini,0,541752
Nick Pope,1,541747
Ben Mee,1,541747
James Tarkowski,1,541747
Erik Pieters,1,541747
Matthew Lowton,1,541747
Jack Cork,1,541747
Ashley Westwood,1,541747
Dwight McNeil,1,541747
Jeff Hendrick,1,541747
Ashley Barnes,1,541747
Jay Rodriguez,1,541747
Robbie Brady,0,541747
Matej Vydra,0,541747
Martin Dubravka,1,541754
Jamaal Lascelles,1,541754
Ciaran Clark,1,541754
Federico Fernández,1,541754
Jetro Willems,1,541754
DeAndre Yedlin,1,541754
Matthew Longstaff,1,541754
Sean Longstaff,1,541754
Allan Saint-Maximin,1,541754
Miguel Almirón,1,541754
Joelinton,1,541754
Christian Atsu,0,541754
Dwight Gayle,0,541754
Jonjo Shelvey,0,541754
Bernd Leno,1,541748
David Luiz,1,541748
Sokratis Papastathopoulos,1,541748
Kieran Tierney,1,541748
Calum Chambers,1,541748
Granit Xhaka,1,541748
Matteo Guendouzi,1,541748
Dani Ceballos,1,541748
Nicolas Pépé,1,541748
Alexandre Lacazette,1,541748
Pierre-Emerick Aubameyang,1,541748
Sead Kolasinac,0,541748
Bukayo Saka,0,541748
Alisson,1,541753
Virgil van Dijk,1,541753
Dejan Lovren,1,541753
Andy Robertson,1,541753
Trent Alexander-Arnold,1,541753
Fabinho,1,541753
Georginio Wijnaldum,1,541753
Jordan Henderson,1,541753
Roberto Firmino,1,541753
Sadio Mané,1,541753
Mohamed Salah,1,541753
James Milner,0,541753
Divock Origi,0,541753
Joe Gomez,0,541753
Tim Krul,1,541751
Ben Godfrey,1,541751
Ibrahim Amadou,1,541751
Alexander Tettey,1,541751
Jamal Lewis,1,541751
Max Aarons,1,541751
Kenny McLean,1,541751
Moritz Leitner,1,541751
Todd Cantwell,1,541751
Emiliano Buendía,1,541751
Teemu Pukki,1,541751
Sam Byram,0,541751
Marco Stiepermann,0,541751
Onel Hernández,0,541751
Aaron Ramsdale,1,541739
Nathan Aké,1,541739
Steve Cook,1,541739
Diego Rico,1,541739
Adam Smith,1,541739
Philip Billing,1,541739
Jefferson Lerma,1,541739
Ryan Fraser,1,541739
Harry Wilson,1,541739
Joshua King,1,541739
Callum Wilson,1,541739
Lewis Cook,0,541739
Bernd Leno,1,541744
David Luiz,1,541744
Sokratis Papastathopoulos,1,541744
Kieran Tierney,1,541744
Calum Chambers,1,541744
Pierre-Emerick Aubameyang,1,541744
Matteo Guendouzi,1,541744
Mesut Özil,1,541744
Dani Ceballos,1,541744
Lucas Torreira,1,541744
Alexandre Lacazette,1,541744
Sead Kolasinac,0,541744
Bukayo Saka,0,541744
Gabriel Martinelli,0,541744
Tom Heaton,1,541738
Tyrone Mings,1,541738
Björn Engels,1,541738
Matt Targett,1,541738
Frédéric Guilbert,1,541738
Marvelous Nakamba,1,541738
Douglas Luiz,1,541738
John McGinn,1,541738
Wesley,1,541738
Trézéguet,1,541738
Anwar El-Ghazi,1,541738
Ahmed El Mohamady,0,541738
Conor Hourihane,0,541738
Jonathan Kodjia,0,541738
Mathew Ryan,1,541741
Lewis Dunk,1,541741
Adam Webster,1,541741
Dan Burn,1,541741
Martín Montoya,1,541741
Dale Stephens,1,541741
Davy Pröpper,1,541741
Steven Alzate,1,541741
Pascal Gross,1,541741
Aaron Connolly,1,541741
Neal Maupay,1,541741
Shane Duffy,0,541741
Leandro Trossard,0,541741
Ezequiel Schelotto,0,541741
Ederson,1,541742
John Stones,1,541742
Fernandinho,1,541742
Angeliño,1,541742
Kyle Walker,1,541742
Ilkay Gündogan,1,541742
David Silva,1,541742
Kevin De Bruyne,1,541742
Sergio Agüero,1,541742
Raheem Sterling,1,541742
Bernardo Silva,1,541742
Gabriel Jesus,0,541742
Nicolás Otamendi,0,541742
Phil Foden,0,541742
Dean Henderson,1,541735
John Egan,1,541735
Jack O'Connell,1,541735
Chris Basham,1,541735
John Fleck,1,541735
John Lundstram,1,541735
Oliver Norwood,1,541735
Enda Stevens,1,541735
George Baldock,1,541735
Lys Mousset,1,541735
David McGoldrick,1,541735
Phil Jagielka,0,541735
Billy Sharp,0,541735
Oliver McBurnie,0,541735
Roberto,1,541740
Issa Diop,1,541740
Fabián Balbuena,1,541740
Declan Rice,1,541740
Aaron Cresswell,1,541740
Pablo Zabaleta,1,541740
Robert Snodgrass,1,541740
Mark Noble,1,541740
Felipe Anderson,1,541740
Andriy Yarmolenko,1,541740
Sébastian Haller,1,541740
Ryan Fredericks,0,541740
Albian Ajeti,0,541740
Manuel Lanzini,0,541740
Ben Foster,1,541736
Craig Dawson,1,541736
Craig Cathcart,1,541736
Christian Kabasele,1,541736
Adam Masina,1,541736
Daryl Janmaat,1,541736
Nathaniel Chalobah,1,541736
Abdoulaye Doucouré,1,541736
Roberto Pereyra,1,541736
Gerard Deulofeu,1,541736
Andre Gray,1,541736
Adrian Mariappa,0,541736
Kiko,0,541736
Will Hughes,0,541736
Vicente Guaita,1,541737
Gary Cahill,1,541737
James Tomkins,1,541737
Patrick van Aanholt,1,541737
Joel Ward,1,541737
Jeff Schlupp,1,541737
Cheikhou Kouyaté,1,541737
Luka Milivojevic,1,541737
Wilfried Zaha,1,541737
James McArthur,1,541737
Jordan Ayew,1,541737
Max Meyer,0,541737
James McCarthy,0,541737
Christian Benteke,0,541737
Jordan Pickford,1,541743
Mason Holgate,1,541743
Yerry Mina,1,541743
Fabian Delph,1,541743
Lucas Digne,1,541743
Djibril Sidibé,1,541743
André Gomes,1,541743
Tom Davies,1,541743
Alex Iwobi,1,541743
Theo Walcott,1,541743
Richarlison,1,541743
Gylfi Sigurdsson,0,541743
Dominic Calvert-Lewin,0,541743
Cenk Tosun,0,541743
Kepa Arrizabalaga,1,541729
Fikayo Tomori,1,541729
Kurt Zouma,1,541729
Emerson Palmieri,1,541729
Reece James,1,541729
Mason Mount,1,541729
Mateo Kovacic,1,541729
N'Golo Kanté,1,541729
Tammy Abraham,1,541729
Christian Pulisic,1,541729
Willian,1,541729
Billy Gilmour,0,541729
Michy Batshuayi,0,541729
Callum Hudson-Odoi,0,541729
Nick Pope,1,541734
Ben Mee,1,541734
James Tarkowski,1,541734
Charlie Taylor,1,541734
Phillip Bardsley,1,541734
Ashley Westwood,1,541734
Jack Cork,1,541734
Dwight McNeil,1,541734
Jeff Hendrick,1,541734
Ashley Barnes,1,541734
Chris Wood,1,541734
Jay Rodriguez,0,541734
Robbie Brady,0,541734
Martin Dubravka,1,541727
Jamaal Lascelles,1,541727
Ciaran Clark,1,541727
Federico Fernández,1,541727
Jetro Willems,1,541727
DeAndre Yedlin,1,541727
Jonjo Shelvey,1,541727
Isaac Hayden,1,541727
Allan Saint-Maximin,1,541727
Miguel Almirón,1,541727
Joelinton,1,541727
Paul Dummett,0,541727
Christian Atsu,0,541727
Andy Carroll,0,541727
Alex McCarthy,1,541730
Jack Stephens,1,541730
Jannik Vestergaard,1,541730
Jan Bednarek,1,541730
Oriol Romeu,1,541730
James Ward-Prowse,1,541730
Cédric Soares,1,541730
Stuart Armstrong,1,541730
Danny Ings,1,541730
Moussa Djenepo,1,541730
Nathan Redmond,1,541730
Sofiane Boufal,0,541730
Michael Obafemi,0,541730
Che Adams,0,541730
Paulo Gazzaniga,1,541732
Eric Dier,1,541732
Davinson Sánchez,1,541732
Ben Davies,1,541732
Serge Aurier,1,541732
Dele Alli,1,541732
Tanguy Ndombele,1,541732
Moussa Sissoko,1,541732
Harry Kane,1,541732
Son Heung-Min,1,541732
Giovani Lo Celso,1,541732
Lucas Moura,0,541732
Juan Foyth,0,541732
Harry Winks,0,541732
Kasper Schmeichel,1,541725
Çaglar Söyüncü,1,541725
Jonny Evans,1,541725
Wilfred Ndidi,1,541725
Ben Chilwell,1,541725
Ricardo Pereira,1,541725
James Maddison,1,541725
Youri Tielemans,1,541725
Harvey Barnes,1,541725
Ayoze Pérez,1,541725
Jamie Vardy,1,541725
Dennis Praet,0,541725
Demarai Gray,0,541725
David de Gea,1,541728
Harry Maguire,1,541728
Victor Lindelöf,1,541728
Brandon Williams,1,541728
Aaron Wan-Bissaka,1,541728
Andreas Pereira,1,541728
Fred,1,541728
Scott McTominay,1,541728
Anthony Martial,1,541728
Marcus Rashford,1,541728
Daniel James,1,541728
Marcos Rojo,0,541728
Jesse Lingard,0,541728
Mason Greenwood,0,541728
Rui Patrício,1,541726
Conor Coady,1,541726
Romain Saïss,1,541726
Leander Dendoncker,1,541726
João Moutinho,1,541726
Rúben Neves,1,541726
Jonny,1,541726
Matthew Doherty,1,541726
Raúl Jiménez,1,541726
Diogo Jota,1,541726
Adama Traoré,1,541726
Ryan Bennett,0,541726
Patrick Cutrone,0,541726
Pedro Neto,0,541726
Alisson,1,541731
Virgil van Dijk,1,541731
Dejan Lovren,1,541731
Andy Robertson,1,541731
Trent Alexander-Arnold,1,541731
Fabinho,1,541731
Georginio Wijnaldum,1,541731
Jordan Henderson,1,541731
Roberto Firmino,1,541731
Sadio Mané,1,541731
Mohamed Salah,1,541731
James Milner,0,541731
Alex Oxlade-Chamberlain,0,541731
Joe Gomez,0,541731
Roberto,1,541723
Angelo Ogbonna,1,541723
Issa Diop,1,541723
Aaron Cresswell,1,541723
Ryan Fredericks,1,541723
Declan Rice,1,541723
Mark Noble,1,541723
Felipe Anderson,1,541723
Andriy Yarmolenko,1,541723
Sébastian Haller,1,541723
Robert Snodgrass,1,541723
Carlos Sánchez,0,541723
Michail Antonio,0,541723
Pablo Fornals,0,541723
Aaron Ramsdale,1,541724
Steve Cook,1,541724
Nathan Aké,1,541724
Simon Francis,1,541724
Philip Billing,1,541724
Lewis Cook,1,541724
Diego Rico,1,541724
Adam Smith,1,541724
Callum Wilson,1,541724
Ryan Fraser,1,541724
Harry Wilson,1,541724
Jefferson Lerma,0,541724
Dan Gosling,0,541724
Arnaut Danjuma,0,541724
Bernd Leno,1,541722
David Luiz,1,541722
Sokratis Papastathopoulos,1,541722
Calum Chambers,1,541722
Matteo Guendouzi,1,541722
Lucas Torreira,1,541722
Mesut Özil,1,541722
Kieran Tierney,1,541722
Héctor Bellerín,1,541722
Pierre-Emerick Aubameyang,1,541722
Alexandre Lacazette,1,541722
Nicolas Pépé,0,541722
Joseph Willock,0,541722
Gabriel Martinelli,0,541722
Mathew Ryan,1,541717
Adam Webster,1,541717
Dan Burn,1,541717
Shane Duffy,1,541717
Dale Stephens,1,541717
Davy Pröpper,1,541717
Solly March,1,541717
Martín Montoya,1,541717
Neal Maupay,1,541717
Leandro Trossard,1,541717
Aaron Mooy,1,541717
Yves Bissouma,0,541717
Glenn Murray,0,541717
Ezequiel Schelotto,0,541717
Vicente Guaita,1,541718
Gary Cahill,1,541718
James Tomkins,1,541718
Patrick van Aanholt,1,541718
Joel Ward,1,541718
James McArthur,1,541718
Cheikhou Kouyaté,1,541718
Luka Milivojevic,1,541718
Wilfried Zaha,1,541718
Andros Townsend,1,541718
Jordan Ayew,1,541718
Martin Kelly,0,541718
Jeff Schlupp,0,541718
Christian Benteke,0,541718
Jordan Pickford,1,541721
Mason Holgate,1,541721
Yerry Mina,1,541721
Lucas Digne,1,541721
Djibril Sidibé,1,541721
Gylfi Sigurdsson,1,541721
Morgan Schneiderlin,1,541721
Tom Davies,1,541721
Cenk Tosun,1,541721
Richarlison,1,541721
Theo Walcott,1,541721
Seamus Coleman,0,541721
Alex Iwobi,0,541721
Dominic Calvert-Lewin,0,541721
Ben Foster,1,541715
Craig Dawson,1,541715
Craig Cathcart,1,541715
Adrian Mariappa,1,541715
José Holebas,1,541715
Kiko,1,541715
Étienne Capoue,1,541715
Will Hughes,1,541715
Abdoulaye Doucouré,1,541715
Andre Gray,1,541715
Gerard Deulofeu,1,541715
Adam Masina,0,541715
Ismaïla Sarr,0,541715
Troy Deeney,0,541715
Ederson,1,541716
Fernandinho,1,541716
John Stones,1,541716
Benjamin Mendy,1,541716
João Cancelo,1,541716
Rodri,1,541716
David Silva,1,541716
Kevin De Bruyne,1,541716
Sergio Agüero,1,541716
Raheem Sterling,1,541716
Riyad Mahrez,1,541716
Ilkay Gündogan,0,541716
Phil Foden,0,541716
Gabriel Jesus,0,541716
Simon Moore,1,541719
Phil Jagielka,1,541719
Jack O'Connell,1,541719
Chris Basham,1,541719
John Fleck,1,541719
John Lundstram,1,541719
Oliver Norwood,1,541719
Enda Stevens,1,541719
George Baldock,1,541719
Lys Mousset,1,541719
David McGoldrick,1,541719
Callum Robinson,0,541719
Oliver McBurnie,0,541719
Billy Sharp,0,541719
Tom Heaton,1,541720
Tyrone Mings,1,541720
Ezri Konsa,1,541720
Matt Targett,1,541720
Frédéric Guilbert,1,541720
Douglas Luiz,1,541720
Conor Hourihane,1,541720
John McGinn,1,541720
Wesley,1,541720
Jack Grealish,1,541720
Anwar El-Ghazi,1,541720
Henri Lansbury,0,541720
Martin Dubravka,1,541711
Ciaran Clark,1,541711
Paul Dummett,1,541711
Federico Fernández,1,541711
Jetro Willems,1,541711
Javier Manquillo,1,541711
Jonjo Shelvey,1,541711
Isaac Hayden,1,541711
Allan Saint-Maximin,1,541711
Miguel Almirón,1,541711
Joelinton,1,541711
Christian Atsu,0,541711
Dwight Gayle,0,541711
Nick Pope,1,541709
Ben Mee,1,541709
James Tarkowski,1,541709
Charlie Taylor,1,541709
Phillip Bardsley,1,541709
Jack Cork,1,541709
Jeff Hendrick,1,541709
Dwight McNeil,1,541709
Robbie Brady,1,541709
Ashley Barnes,1,541709
Chris Wood,1,541709
Erik Pieters,0,541709
Aaron Lennon,0,541709
Jay Rodriguez,0,541709
Kepa Arrizabalaga,1,541714
Fikayo Tomori,1,541714
Kurt Zouma,1,541714
Emerson Palmieri,1,541714
Reece James,1,541714
Mason Mount,1,541714
Mateo Kovacic,1,541714
Jorginho,1,541714
Olivier Giroud,1,541714
Christian Pulisic,1,541714
Pedro,1,541714
N'Golo Kanté,0,541714
Callum Hudson-Odoi,0,541714
Willian,0,541714
Alisson,1,541708
Virgil van Dijk,1,541708
Dejan Lovren,1,541708
Andy Robertson,1,541708
Trent Alexander-Arnold,1,541708
Jordan Henderson,1,541708
Georginio Wijnaldum,1,541708
Alex Oxlade-Chamberlain,1,541708
Roberto Firmino,1,541708
Sadio Mané,1,541708
Mohamed Salah,1,541708
Adrián,0,541708
Divock Origi,0,541708
Adam Lallana,0,541708
Paulo Gazzaniga,1,541707
Toby Alderweireld,1,541707
Davinson Sánchez,1,541707
Jan Vertonghen,1,541707
Serge Aurier,1,541707
Dele Alli,1,541707
Eric Dier,1,541707
Tanguy Ndombele,1,541707
Harry Kane,1,541707
Son Heung-Min,1,541707
Moussa Sissoko,1,541707
Harry Winks,0,541707
Lucas Moura,0,541707
Giovani Lo Celso,0,541707
Alex McCarthy,1,541713
Jan Bednarek,1,541713
Jack Stephens,1,541713
Ryan Bertrand,1,541713
Cédric Soares,1,541713
Pierre-Emile Højbjerg,1,541713
James Ward-Prowse,1,541713
Nathan Redmond,1,541713
Moussa Djenepo,1,541713
Michael Obafemi,1,541713
Danny Ings,1,541713
Yan Valery,0,541713
Sofiane Boufal,0,541713
Shane Long,0,541713
Tim Krul,1,541705
Ben Godfrey,1,541705
Christoph Zimmermann,1,541705
Sam Byram,1,541705
Max Aarons,1,541705
Kenny McLean,1,541705
Tom Trybull,1,541705
Ibrahim Amadou,1,541705
Teemu Pukki,1,541705
Onel Hernández,1,541705
Todd Cantwell,1,541705
Emiliano Buendía,0,541705
Rui Patrício,1,541712
Conor Coady,1,541712
Max Kilman,1,541712
Leander Dendoncker,1,541712
João Moutinho,1,541712
Rúben Neves,1,541712
Jonny,1,541712
Matthew Doherty,1,541712
Raúl Jiménez,1,541712
Diogo Jota,1,541712
Adama Traoré,1,541712
Kasper Schmeichel,1,541710
Çaglar Söyüncü,1,541710
Jonny Evans,1,541710
Wilfred Ndidi,1,541710
Ben Chilwell,1,541710
Ricardo Pereira,1,541710
James Maddison,1,541710
Youri Tielemans,1,541710
Harvey Barnes,1,541710
Ayoze Pérez,1,541710
Jamie Vardy,1,541710
Marc Albrighton,0,541710
Kelechi Iheanacho,0,541710
David de Gea,1,541706
Harry Maguire,1,541706
Victor Lindelöf,1,541706
Brandon Williams,1,541706
Aaron Wan-Bissaka,1,541706
Juan Mata,1,541706
Fred,1,541706
Andreas Pereira,1,541706
Anthony Martial,1,541706
Marcus Rashford,1,541706
Daniel James,1,541706
Luke Shaw,0,541706
Jesse Lingard,0,541706
Mason Greenwood,0,541706
Vicente Guaita,1,541695
Mamadou Sakho,1,541695
James Tomkins,1,541695
Patrick van Aanholt,1,541695
Martin Kelly,1,541695
James McArthur,1,541695
Cheikhou Kouyaté,1,541695
Luka Milivojevic,1,541695
Wilfried Zaha,1,541695
Andros Townsend,1,541695
Jordan Ayew,1,541695
Jeff Schlupp,0,541695
James McCarthy,0,541695
Nick Pope,1,541701
Ben Mee,1,541701
James Tarkowski,1,541701
Erik Pieters,1,541701
Phillip Bardsley,1,541701
Jack Cork,1,541701
Danny Drinkwater,1,541701
Dwight McNeil,1,541701
Aaron Lennon,1,541701
Chris Wood,1,541701
Jeff Hendrick,1,541701
Ashley Barnes,0,541701
Robbie Brady,0,541701
Jay Rodriguez,0,541701
Kepa Arrizabalaga,1,541697
Kurt Zouma,1,541697
Andreas Christensen,1,541697
César Azpilicueta,1,541697
Reece James,1,541697
Mason Mount,1,541697
Mateo Kovacic,1,541697
N'Golo Kanté,1,541697
Tammy Abraham,1,541697
Christian Pulisic,1,541697
Willian,1,541697
Michy Batshuayi,0,541697
Callum Hudson-Odoi,0,541697
Jorginho,0,541697
Kasper Schmeichel,1,541703
Çaglar Söyüncü,1,541703
Jonny Evans,1,541703
Wilfred Ndidi,1,541703
Christian Fuchs,1,541703
Ricardo Pereira,1,541703
James Maddison,1,541703
Youri Tielemans,1,541703
Harvey Barnes,1,541703
Ayoze Pérez,1,541703
Jamie Vardy,1,541703
Hamza Choudhury,0,541703
James Justin,0,541703
Dennis Praet,0,541703
David de Gea,1,541699
Harry Maguire,1,541699
Victor Lindelöf,1,541699
Ashley Young,1,541699
Aaron Wan-Bissaka,1,541699
Jesse Lingard,1,541699
Fred,1,541699
Scott McTominay,1,541699
Mason Greenwood,1,541699
Marcus Rashford,1,541699
Daniel James,1,541699
Luke Shaw,0,541699
Andreas Pereira,0,541699
Alex McCarthy,1,541698
Jan Bednarek,1,541698
Jack Stephens,1,541698
Ryan Bertrand,1,541698
Cédric Soares,1,541698
Pierre-Emile Højbjerg,1,541698
James Ward-Prowse,1,541698
Nathan Redmond,1,541698
Moussa Djenepo,1,541698
Shane Long,1,541698
Danny Ings,1,541698
Oriol Romeu,0,541698
Maya Yoshida,0,541698
Che Adams,0,541698
Rui Patrício,1,541704
Conor Coady,1,541704
Romain Saïss,1,541704
Leander Dendoncker,1,541704
João Moutinho,1,541704
Rúben Neves,1,541704
Jonny,1,541704
Matthew Doherty,1,541704
Raúl Jiménez,1,541704
Diogo Jota,1,541704
Adama Traoré,1,541704
Patrick Cutrone,0,541704
Pedro Neto,0,541704
Ryan Bennett,0,541704
Adrián,1,541696
Virgil van Dijk,1,541696
Dejan Lovren,1,541696
Andy Robertson,1,541696
Trent Alexander-Arnold,1,541696
Adam Lallana,1,541696
James Milner,1,541696
Georginio Wijnaldum,1,541696
Divock Origi,1,541696
Sadio Mané,1,541696
Xherdan Shaqiri,1,541696
Joe Gomez,0,541696
Jordan Henderson,0,541696
Roberto Firmino,0,541696
Dean Henderson,1,541702
John Egan,1,541702
Jack O'Connell,1,541702
Chris Basham,1,541702
John Fleck,1,541702
John Lundstram,1,541702
Oliver Norwood,1,541702
Enda Stevens,1,541702
